BBOYUS31XXX,2549009AOX259OY87H37,Baker Boyer National Bank,,,,,,,,,,,,,
BBPIPTPLXXX,3DM5DPGI3W6OU6GJ4N92,BANCO BPI S.A.,,,,,,,,,,,,,
BBPPLULLXXX,549300Z6OB1D4ZUBD145,Banque de Patrimoines Privés,,,,,,,,,,,,,
BBREUS33XXX,549300MGZWS3ZWNOVV70,"CBRE, INC.",,,,,,,,,,,,,
BBRMGB22XXX,98450013866A607BBD76,BABB REMIT LTD,,,,,,,,,,,,,
BBRODK21XXX,213800C78WI8VFJCYR09,SPAREKASSEN BREDEBRO,,,,,,,,,,,,,
BBRPCAWAXXX,54930015Q5KVUYRLFR34,BROOKFIELD BRP CANADA CORP.,,,,,,,,,,,,,
BBRRFRP1XXX,9695006VXDM7SYIO7N98,WARGNY BBR,,,,,,,,,,,,,
BBRUBEBBXXX,JLS56RAMYQZECFUF2G44,ING BELGIUM,,,,,,,,,,,,,
BBSBBY21XXX,2534006V8K8528P81R91,"Закрытае акцыянернае таварыства Mінскі транзітны банк""""",,,,,,,,,,,,,
BBSEMXMXXXX,549300X18Z5X1NCMDE76,"BANCO BASE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BASE",,,,,,,,,,,,,
BBSGESM1XXX,5493003B0IKU22G55E77,BBVASEGUROS SOCIEDAD ANONIMA DE SEGUROS Y REASEGUROS,,,,,,,,,,,,,
BBSPDE6KXXX,39120001JPAYYPDRNN92,Deutsche Bausparkasse Badenia Aktiengesellschaft,,,,,,,,,,,,,
BBSRUS31XXX,2549000IB2PRJ20M2Q93,"BB&T Securities, LLC",,,,,,,,,,,,,
BBSSGB2LXXX,213800MIMZ9M6KCKW783,BB SECURITIES LIMITED,,,,,,,,,,,,,
BBTCUS44XXX,C398JSK21YCXWM603F55,"Barrington Bank & Trust Company, N.A.",,,,,,,,,,,,,
BBUBUS33XXX,549300JKYBEV1DF8FD32,Banesco USA,,,,,,,,,,,,,
BBUKIDJAXXX,254900AMT6QDVD6GO926,PT. Bank KB Bukopin Tbk,,,,,,,,,,,,,
BBVACHZZXXX,213800FKGFR7Q2ACLS83,BBVA SA,,,,,,,,,,,,,
BBVAESMMXXX,K8MS7FD7N5Z2WQ51AZ71,BANCO BILBAO VIZCAYA ARGENTARIA SOCIEDAD ANONIMA,,,,,,,,,,,,,
BBVAFRPPXXX,894500U247KEMA0HHP26,BANCO BILBAO VIZCAYA ARGENTARIA S.A,,,,,,,,,,,,,
BBVAPYPAXXX,254900IR2KSCUIR19995,Banco Bilbao Vizcaya Argentaria Paraguay,,,,,,,,,,,,,
BBVAUS3SXXX,549300RJFN0Z663VE860,BBVA SECURITIES INC.,,,,,,,,,,,,,
BBVAUYMMXXX,254900DQYZBJO6RP6D54,Banco Bilbao Vizcaya Argentaria Uruguay SA,,,,,,,,,,,,,
BBWIUS44XXX,549300EES32R2VOEK894,Bankers' Bank,,,,,,,,,,,,,
BBYNKWKWXXX,254900D1UAYOAUPGL280,Boubyan bank - K.S.C.P,,,,,,,,,,,,,
BBZMHUH1XXX,529900I6RHYIHVP4WA05,"BUDA-CASH Brókerház Zártkörűen Működő Részvénytársaság felszámolás alatt""""",,,,,,,,,,,,,
BCACCRJ1XXX,5493007MCBLQ05S44531,Banco de Costa Rica,,,,,,,,,,,,,
BCADNCNNXXX,549300IHXQVKBQBET197,BANQUE CALEDONIENNE D'INVESTISSEMENT,,,,,,,,,,,,,
BCAGUS31XXX,YP72O3NKHJPQEEM7IG98,MELLON INVESTMENTS CORPORATION,,,,,,,,,,,,,
BCAIEGCXXXX,254900IL3RVSAX1N3V73,Banque Du Caire,,,,,,,,,,,,,
BCANCAW2XXX,549300PN6MKI0CLP4T28,Bank of Canada,,,,,,,,,,,,,
BCAOSNDAXXX,549300JRFTHOLH9YTE16,Banque Centrale Des Etats De L'afrique De L'ouest,,,,,,,,,,,,,
BCATCVCVXXX,549300OMFZIUL3HNFC34,"Banco Comercial do Atlântico, S.A.",,,,,,,,,,,,,
BCAVCVCVXXX,5493004W80ORHB8V1X33,Banco de Cabo Verde,,,,,,,,,,,,,
BCBATCGPXXX,213800CGBTEUT6NCVR66,BRITISH CARIBBEAN BANK LIMITED,,,,,,,,,,,,,
BCBDCLR1XXX,254900WL2JPH8E0K4E34,Scotia Azul Corredores de Bolsa Limitada,,,,,,,,,,,,,
BCBGGB22XXX,213800UU8AHE2B6QUI26,BCS PRIME BROKERAGE LIMITED,,,,,,,,,,,,,
BCBHDOSDXXX,549300SJ1N0QRN4COV34,BANCO MULTIPLE BHD LEON SA,,,,,,,,,,,,,
BCBIEGCXXXX,6354005QDAVSCECXHV75,"Attijariwafa Bank, Egypt (S.A.E)",,,,,,,,,,,,,
BCBKDMD1XXX,213800EQPT6S3LB2Z440,BARNETT CAPITAL BANK CORPORATION,,,,,,,,,,,,,
BCBRBRDFXXX,AALGVYK6RWPEUC46UZ70,BANCO CENTRAL DO BRASIL,,,,,,,,,,,,,
BCBSBE9LXXX,213800R1F1EJYM4ICO85,BARRY CALLEBAUT SERVICES,,,,,,,,,,,,,
BCCAESMMXXX,9.598E+19,BANCO DE CREDITO SOCIAL COOPERATIVO SA,,,,,,,,,,,,,
BCCBAOLUXXX,549300M5D2V3B7MRCH98,"BANCO BIC, S.A.",,,,,,,,,,,,,
BCCEPAPAXXX,54930031LVHUHPFBGS67,Banco Lafise Panamá S.A.,,,,,,,,,,,,,
BCCFIT33XXX,81560078BF3FB3EA0847,BANCA DI PISA E FORNACETTE CREDITO COOPERATIVO - SOCIETA' COOPERA TIVA PER AZIONI,,,,,,,,,,,,,
BCCRCRSJXXX,549300DYYS8QPMR8OP36,BANCO CENTRAL DE COSTA RICA,,,,,,,,,,,,,
BCCSCLR1XXX,5493002Y7Y7SBTVAUW17,BCI CORREDOR DE BOLSA S A,,,,,,,,,,,,,
BCDCCDKIXXX,529900KSH4COU8JGL738,ProCredit Bank Congo S.A.R.L.,,,,,,,,,,,,,
BCDDFR22XXX,969500WG8TSJ7KWJB252,BOCCARD,,,,,,,,,,,,,
BCDMFRPPXXX,969500LMCDZA0RTATI42,BANQUE CHAABI DU MAROC,,,,,,,,,,,,,
BCDUIE21XXX,6354009SUAHNWTVXBR95,First South Credit Union Limited,,,,,,,,,,,,,
BCEBBOLPXXX,549300JP3R5ZCN3Y0W95,Banco Central de Bolivia,,,,,,,,,,,,,
BCECCLRMXXX,U5GM11MGWU2W8SI6OD15,BANCO CENTRAL DE CHILE,,,,,,,,,,,,,
BCEELULLXXX,R7CQUF1DQM73HUTV1078,"Banque et Caisse d'Epargne de l'Etat, Luxembourg",,,,,,,,,,,,,
BCEHHNTEXXX,254900QMCI6LEQBEQO09,Banco Central De Honduras,,,,,,,,,,,,,
BCEMMRMRXXX,254900V08MUQ7UKE2T96,Banque Centrale de Mauritanie,,,,,,,,,,,,,
BCEOAU21XXX,549300TNFJKKHMUPIB82,Police & Nurses Limited,,,,,,,,,,,,,
BCEPITMMXXX,549300DY78U4CMKNHE48,BANCA CESARE PONTI SPA,,,,,,,,,,,,,
BCEXCOBBXXX,549300TORDQN20L5FJ25,BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.,,,,,,,,,,,,,
BCEYGB2LXXX,213800DG2M8QX22U6P30,BANK OF CEYLON (UK) LIMITED,,,,,,,,,,,,,
BCEYLKLXXXX,254900QP6R03LS83RQ52,Bank of Ceylon,,,,,,,,,,,,,
BCFAIT31XXX,549300FR956J8UJDWQ78,FARBANCA S.P.A.,,,,,,,,,,,,,
BCFPTHB1XXX,254900JE0SU9V2IISX83,LAND AND HOUSES BANK PUBLIC COMPANY LIMITED,,,,,,,,,,,,,
BCFRIT21XXX,815600B09C0CC8A45283,BVG CREDIT FINANCE S.R.L.,,,,,,,,,,,,,
BCGAAOLUXXX,254900J36SH02JTELV94,"BANCO CAIXA GERAL ANGOLA, S.A.",,,,,,,,,,,,,
BCGCUS31XXX,TQGGX44O6QNOWG6KDA63,ASSURED INVESTMENT MANAGEMENT LLC,,,,,,,,,,,,,
BCGDGB21XXX,549300QMJABTMJSL3Y10,BARINGS GLOBAL ADVISERS LIMITED,,,,,,,,,,,,,
BCGECHGGXXX,549300ZEFUWWFTP7BA50,Banque Cantonale de Genève,,,,,,,,,,,,,
BCGEFR21XXX,9695003NOVMCP338KE32,BANQUE CANTONALE DE GENEVE FRANCE SA,,,,,,,,,,,,,
BCGMMCM1XXX,213800A8T8FF9MMM7875,BNP PARIBAS WEALTH MANAGEMENT MONACO,,,,,,,,,,,,,
BCHAFR21XXX,969500X6PPLAEU0GBV79,BANQUE CHALUS,,,,,,,,,,,,,
BCHEDEB1XXX,529900D2ORGDZZWFYV14,BERLIN-CHEMIE Aktiengesellschaft,,,,,,,,,,,,,
BCHHITM1XXX,8156008163A086628430,AEB SPA,,,,,,,,,,,,,
BCHICLRMXXX,8B4EZFY8IHJC44TT2K84,Banco de Chile,,,,,,,,,,,,,
BCIBFRP1XXX,969500LZ4AGNWDECVP72,BANQUE CHABRIERES,,,,,,,,,,,,,
BCIEHNTEXXX,549300OLDAMXBPSHIC05,Banco Centroamericano de Integración Económica,,,,,,,,,,,,,
BCIIBRSPXXX,549300PE56BQM0D8FL40,State Street Brasil S.A. - Banco Comercial,,,,,,,,,,,,,
BCIMDJJXXXX,5493001YYG3UPV5AZD29,Banque Pour le Commerce et L'industrie Mer Rouge,,,,,,,,,,,,,
BCINPAPAXXX,254900H3N5ML9ZS3SP86,"BAC INTERNATIONAL BANK, INC.",,,,,,,,,,,,,
BCIRLULLXXX,213800W1NGBLERUS6M39,BANKING CIRCLE S.A.,,,,,,,,,,,,,
BCITBRSPXXX,213800CBOERFQH934Q10,INTESA SANPAOLO BRASIL S.A. - BANCO MULTIPLO,,,,,,,,,,,,,
BCITCNSHXXX,300300C1073231000031,意大利联合圣保罗银行股份有限公司上海分行,,,,,,,,,,,,,
BCITFRPPXXX,984500E0487O4AGD4A33,INTESA SANPAOLO SPA,,,,,,,,,,,,,
BCITIE2DXXX,635400PSMCTBZD9XNS47,Intesa Sanpaolo Bank Ireland PLC,,,,,,,,,,,,,
BCITITM3XXX,8156004F298245FBB836,INTESA SANPAOLO PRIVATE BANKING SPA,,,,,,,,,,,,,
BCITITMMXXX,V3AFM0G2D3A6E0QWDG59,BANCA POPOLARE DI VICENZA SOCIETA' PER AZIONI,,,,,,,,,,,,,
BCITITMMXXX,815600F6A350E56D1919,BANCA DELLE MARCHE SPA IN RISOLUZIONE,,,,,,,,,,,,,
BCITITMMXXX,81560090B3DB0EFF2D44,"CASSA DI RISPARMIO DELLA PROVINCIA DI CHIETI S.P.A. IN BREVE  CARICHIETI S.P.A. """"",,,,,,,,,,,,,
BCITITMMXXX,549300W9STRUCJ2DLU64,VENETO BANCA SOCIETA' PER AZIONI,,,,,,,,,,,,,
BCITITMMXXX,8156003405A2893A4488,BANCA POPOLARE DELL'ETRURIA E DEL LAZIO,,,,,,,,,,,,,
BCITITMMXXX,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA,,,,,,,,,,,,,
BCITTRISXXX,789000XDPJFDGEU86P31,INTESA SANPAOLO SPA İTALYA İSTANBUL MERKEZ ŞUBESİ,,,,,,,,,,,,,
BCJUCH22XXX,549300BLETICMY13WN65,Banque Cantonale du Jura SA,,,,,,,,,,,,,
BCLFUS66XXX,549300IBHVRZNE4YFN80,"Banc of California, National Association",,,,,,,,,,,,,
BCLHUS33XXX,254900ITOI19I4I7I707,Blue Cross Blue Shield of Michigan Mutual Insurance Company,,,,,,,,,,,,,
BCLRCHBBXXX,5493004H5I9OSHJVW663,Bank Cler AG,,,,,,,,,,,,,
BCLSDE21XXX,529900QAB0KRK7AA2H39,Bankhaus C.L. Seeliger,,,,,,,,,,,,,
BCLSDE22XXX,529900QAB0KRK7AA2H39,Bankhaus C.L. Seeliger,,,,,,,,,,,,,
BCLXLULLXXX,222100OWMIOR5WN9MF69,BANQUE CENTRALE DU LUXEMBOURG,,,,,,,,,,,,,
BCMAFRPPXXX,969500COVJDY7TVT3I66,ATTIJARIWAFA BANK EUROPE,,,,,,,,,,,,,
BCMAMAMCXXX,213800NKX83414QQZ664,ATTIJARIWAFA BANK,,,,,,,,,,,,,
BCMCBEBBXXX,549300D5F1MMN8WX8D05,Bancontact Payconiq Company,,,,,,,,,,,,,
BCMIUS31XXX,254900NW1TE7WXHYEL72,"BCS Americas, Inc.",,,,,,,,,,,,,
BCMLINBBXXX,335800NLUFI5MTNO4878,THE BHARAT CO OPERATIVE BANK MUMBAI LTD,,,,,,,,,,,,,
BCMMNOB1XXX,2138005I443DGTD2RC28,BERGEN CAPITAL MANAGEMENT AS,,,,,,,,,,,,,
BCMRMXMMXXX,549300WIWQK5Q9MCUN92,BBVA MEXICO SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO BBVA MEXICO,,,,,,,,,,,,,
BCMTNL21XXX,724500BQCNIJ21TMGR57,ASR Vermogensbeheer N.V.,,,,,,,,,,,,,
BCMYUS44XXX,RVHJWBXLJ1RFUBSY1F30,THE BOEING COMPANY,,,,,,,,,,,,,
BCNAPYPAXXX,8945005Q0D60A6FCEM55,Banco Continental S.A.E.C.A.,,,,,,,,,,,,,
BCNBLBBEXXX,254900YAUAIZ0ANWZ025,Banque De Credit National SAL,,,,,,,,,,,,,
BCNDESM1XXX,5493007LK0D8SKLLH161,BANCO DE DEPOSITOS SA,,,,,,,,,,,,,
BCNGCAT1XXX,549300TSH0U05UHSZW19,BLACK CREEK INVESTMENT MANAGEMENT INC.,,,,,,,,,,,,,
BCNNCH22XXX,549300UG41FOBD1ST065,Banque cantonale neuchâteloise,,,,,,,,,,,,,
BCNOFR21XXX,969500GOFZSSG2GL4121,CONGES INTEMPERIES DU BTP - CAISSE DU NORD OUEST,,,,,,,,,,,,,
BCNRIT21XXX,815600FE5E62F0916434,BCC NPLS 2018 S.R.L.,,,,,,,,,,,,,
BCOAGB22XXX,213800J746Z77B4DR794,BORDER TO COAST PENSIONS PARTNERSHIP LTD,,,,,,,,,,,,,
BCOCBE8KXXX,549300QEX20JH2M13422,BARCO COORDINATION CENTER,,,,,,,,,,,,,
BCOEESMM001,9.598E+19,CAJA RURAL DE ALMENDRALEJO SCC,,,,,,,,,,,,,
BCOEESMM005,9.598E+19,CAJA RURAL CENTRAL SOCIEDAD COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMM007,9.598E+19,CAJA RURAL DE GIJON SOCIEDAD COOPERATIVA ASTURIANA DE CREDITO,,,,,,,,,,,,,
BCOEESMM008,9.598E+19,CAJA RURAL DE NAVARRA S. COOP. DE CREDITO,,,,,,,,,,,,,
BCOEESMM009,9.598E+19,"CAJA RURAL DE EXTREMADURA, SOCIEDAD COOPERATIVA DE CREDITO",,,,,,,,,,,,,
BCOEESMM016,9.598E+19,CAJA RURAL DE SALAMANCA SOCIEDAD COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMM017,9.598E+19,CAJA RURAL DE SORIA SOCIEDAD COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMM018,9.598E+19,CAJA RURAL REGIONAL SAN AGUSTÍN FUENTE ALAMO MURCIA SOCIEDAD COOPERATIVA DE CRÉDITO,,,,,,,,,,,,,
BCOEESMM020,9.598E+19,CAJA RURAL DE UTRERA SCAC,,,,,,,,,,,,,
BCOEESMM023,9.598E+19,CAJA RURAL DE GRANADA,,,,,,,,,,,,,
BCOEESMM059,9.598E+19,CAJA RURAL DE ASTURIAS SOCIEDAD COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMM060,9.598E+19,"CAJA RURAL DE BURGOS, FUENTEPELAYO, SEGOVIA Y CASTELLDANS, SOCIEDAD COOPERATIVA DE CREDITO",,,,,,,,,,,,,
BCOEESMM067,9.598E+19,"CAJA RURAL DE JAÉN, BARCELONA Y MADRID, S.C.C.",,,,,,,,,,,,,
BCOEESMM070,9.598E+19,"CAIXA RURAL GALEGA, S.C.C.L.G.",,,,,,,,,,,,,
BCOEESMM076,9.598E+19,"CAJASIETE, CAJA RURAL, SOCIEDAD COOPERATIVA DE CREDITO",,,,,,,,,,,,,
BCOEESMM080,9.598E+19,"CAJA RURAL DE TERUEL, SOCIEDAD COOPERATIVA DE CREDITO",,,,,,,,,,,,,
BCOEESMM081,9.598E+19,"EUROCAJA RURAL, SOCIEDAD COOPERATIVA DE CRÉDITO",,,,,,,,,,,,,
BCOEESMM085,9.598E+19,CAJA RURAL DE ZAMORA COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMM089,9.598E+19,CAJA RURAL DE BAENA NTRA SRA DE GUADALUPE SOCIEDAD COOPERATIVA DE CREDITO ANDALUZA,,,,,,,,,,,,,
BCOEESMM096,9.598E+19,CAIXA RURAL DE L ALCUDIA S COOP V DE CREDITO,,,,,,,,,,,,,
BCOEESMM098,9.598E+19,CAJA RURAL DE NUEVA CARTEYA SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO,,,,,,,,,,,,,
BCOEESMM104,95980050FR4XC5F5QU23,CAJA RURAL DE CAÑETE DE LAS TORRES NTRA SRA DEL CAMPO SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO,,,,,,,,,,,,,
BCOEESMM111,9.598E+19,"CAIXA RURAL LA VALL SAN ISIDRO"" SOCIEDAD COOPERATIVA DE CREDITO VALENCIANA""",,,,,,,,,,,,,
BCOEESMM113,9.598E+19,CAJA RURAL SAN JOSE DE ALCORA S. COOP DE CREDITO V,,,,,,,,,,,,,
BCOEESMM115,959800STU2BCZ8XZG570,CAJA RURAL NUESTRA MADRE DEL SOL S.C.A.C.,,,,,,,,,,,,,
BCOEESMM117,9.598E+19,CAIXA RURAL D ALGEMESI S COOP V DE CREDIT,,,,,,,,,,,,,
BCOEESMM127,9.598E+19,CAJA RURAL DE CASAS IBAÑEZ SDAD COOP. DE CREDITO CLM,,,,,,,,,,,,,
BCOEESMM130,9.598E+19,CAJA RURAL SAN JOSE DE ALMASSORA S. COOP. DE CREDITO V.,,,,,,,,,,,,,
BCOEESMM134,9.598E+19,CAJA RURAL NUESTRA SEÑORA DE LA ESPERANZA DE ONDA S. COOP. DE CREDITO V.,,,,,,,,,,,,,
BCOEESMM138,9.598E+19,RURALNOSTRA SOCIEDAD COOPERATIVA DE CREDITO VALENCIANA,,,,,,,,,,,,,
BCOEESMM140,9.598E+19,"CAJA RURAL DE GUISSONA, S.C.C.",,,,,,,,,,,,,
BCOEESMM144,9.598E+19,CAJA RURAL DE VILLAMALEA SDAD. COOPERATIVA DE CREDITO AGRARIO DE CASTILLA LA MANCHA,,,,,,,,,,,,,
BCOEESMM150,9.598E+19,CAJA RURAL DE ALBAL COOP DE CREDITO V,,,,,,,,,,,,,
BCOEESMM159,9.598E+19,CAIXA POPULAR CAIXA RURAL COOP DE CREDITO V,,,,,,,,,,,,,
BCOEESMM162,9.598E+19,"CAIXA RURAL BENICARLO, S. COOP. DE CREDIT V",,,,,,,,,,,,,
BCOEESMM166,9.598E+19,CAIXA RURAL LES COVES DE VINROMA S. COOP DE CREDIT V,,,,,,,,,,,,,
BCOEESMM174,9.598E+19,"CAIXA RURAL VINAROS, S. COOP DE CREDIT. V.",,,,,,,,,,,,,
BCOEESMM187,9.598E+19,CAJA RURAL DEL SUR SOCIEDAD COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMM190,9.598E+19,"CAJA RURAL DE ALBACETE, CIUDAD REAL Y CUENCA, SCC",,,,,,,,,,,,,
BCOEESMM191,9.598E+19,CAJA RURAL DE ARAGON SOCIEDAD COOPERATIVA DE CREDITO,,,,,,,,,,,,,
BCOEESMMXXX,549300LYFYVPUCG6SY25,BANCO COOPERATIVO ESPAÑOL SA,,,,,,,,,,,,,
BCOKGB21XXX,213800N3A2EZWGLPFW11,BARRATT & COOKE LIMITED,,,,,,,,,,,,,
BCOMCAT1XXX,NQQ6HPCNCCU6TUTQYE16,Bank of Montreal,,,,,,,,,,,,,
BCOMKYKXXXX,529900KC1EUMGY07KP09,Millennium bcp Bank & Trust,,,,,,,,,,,,,
BCOMPTPLXXX,JU1U6S0DG9YLT7N8ZV32,BANCO COMERCIAL PORTUGUÊS S.A.,,,,,,,,,,,,,
BCONPEPLXXX,549300H1JNU0HLNFU552,BANCO BBVA PERU,,,,,,,,,,,,,
BCOOARBAXXX,579100BKDDEFFCCHB008,BANCO CREDICOOP COOPERATIVO LTDO,,,,,,,,,,,,,
BCORARBCXXX,579100KKDGKKFCBKK036,BANCO DE CORRIENTES SA,,,,,,,,,,,,,
BCOSCLR1XXX,2549000OI9EV2K64W083,Banchile Corredores de Bolsa S.A.,,,,,,,,,,,,,
BCOVUS42XXX,549300ENXD6MBH06E085,Bristol County Savings Bank,,,,,,,,,,,,,
BCPAPYPXXXX,254900SH39YZTZPSDH68,Banco Central del Paraguay,,,,,,,,,,,,,
BCPCIT2PXXX,815600CCA0900A16F311,BANCA DI PIACENZA SOCIETA' COOPERATIVA PER AZIONI ENUNCIABILE ANCHE BANCA DI PIACENZA SOC.COOP. PER AZIONI,,,,,,,,,,,,,
BCPLBOLXXXX,549300WPOGGC3U5MLF87,BANCO DE CREDITO DE BOLIVIA S.A.,,,,,,,,,,,,,
BCPLPEPLXXX,549300EQYQ8SCQZ4BY14,BANCO DE CREDITO DEL PERU,,,,,,,,,,,,,
BCPNBMH1XXX,549300N5SHPUHLUNQO46,Bolton Capital Partners International Ltd.,,,,,,,,,,,,,
BCPOMAMCXXX,54930083GPEJRQSDDR70,CENTRALE POPULAIRE (BANQUE),,,,,,,,,,,,,
BCPQUS33XXX,549300GZ34UTKQH0RT22,"BAIN CAPITAL PRIVATE EQUITY, LP",,,,,,,,,,,,,
BCPTITNNXXX,8156004D7FDDF887AA66,BANCA DI CREDITO POPOLARE SOCIETA' COOPERATIVA PER AZIONI,,,,,,,,,,,,,
BCPUUS42XXX,6UYOOZUIKHTN7U75ZV92,"BAIN CAPITAL PUBLIC EQUITY, LP",,,,,,,,,,,,,
BCRAARBAXXX,579100KKDDKIFCBKB062,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,,,,,,,,,,,,,
BCRCBGS1XXX,747800Z0IC3P66HTQ142,БАКР - Агенция за кредитен рейтинг,,,,,,,,,,,,,
BCRDDOSXXXX,549300DTVR57NON7XL66,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,,,,,,,,,,,,,
BCRECH22XXX,549300M6EXC9VGI8YR84,BANCA CREDINVEST SA,,,,,,,,,,,,,
BCRICRSJXXX,5493007MCBLQ05S44531,Banco de Costa Rica,,,,,,,,,,,,,
BCRLROBUXXX,549300OAK5NVO4DQRI60,BCR BANCA PENTRU LOCUINTE SA,,,,,,,,,,,,,
BCRUIE21XXX,635400NYPJO59OBC7K29,Ballinlough Credit Union Limited,,,,,,,,,,,,,
BCSBRU55XXX,253400AU1YFUM0C4QG84,"Акционерное общество БКС Банк""""",,,,,,,,,,,,,
BCSCINB1XXX,549300EOU1K8WJQRWD57,BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,,,,,,,,,,,,,
BCSNGB21XXX,213800O5FBGOWU89LN14,BNY MELLON CAPITAL MARKETS EMEA LIMITED,,,,,,,,,,,,,
BCSUCY21XXX,5493008C22FNI0QEEF10,BROKERCREDITSERVICE (CYPRUS) LIMITED,,,,,,,,,,,,,
BCTBPAPAXXX,254900R239WHAL3QW943,"BCT BANK INTERNATIONAL, S.A.",,,,,,,,,,,,,
BCTCHKHHXXX,549300NUBTNVY9NFMS65,Bank Consortium Trust Company Limited,,,,,,,,,,,,,
BCTLTLDAXXX,549300SJ7CE6KN8F1Q37,Banco Central de Timor-Leste,,,,,,,,,,,,,
BCTLTLDIXXX,549300SJ7CE6KN8F1Q37,Banco Central de Timor-Leste,,,,,,,,,,,,,
BCTNTNTTXXX,254900B5LFB16S9T2T11,Banque Centrale de Tunisie,,,,,,,,,,,,,
BCTOCOBBXXX,5493005VD794JCHUFK43,Itau CorpBanca Colombia S.A.,,,,,,,,,,,,,
BCTOPAPAXXX,549300DJBPR1DS6OWL09,ITAÚ (Panamá) S.A.,,,,,,,,,,,,,
BCTRITM1XXX,815600DFEE2DDA979636,BEST CAPITAL ITALY S.R.L.,,,,,,,,,,,,,
BCUCUS31XXX,2549006Q2SCXK1988H68,"BCP Securities, LLC",,,,,,,,,,,,,
BCUEBRS1XXX,549300NG5F8DSHWRWF86,BANCO SOCIETE GENERALE BRASIL S.A.,,,,,,,,,,,,,
BCUOIE21XXX,635400CVME1O4432GV36,Ballinasloe Credit Union (Our Lady of Lourdes) Limited,,,,,,,,,,,,,
BCVAIT2VXXX,815600BEE9123CD92E12,"BANCA VALSABBINA SOCIETA' COOPERATIVA PER AZIONI IN BREVE LA VALSABBINA""""",,,,,,,,,,,,,
BCVLCH2LXXX,K1MOBB3OPSBBQO554R76,Banque Cantonale Vaudoise,,,,,,,,,,,,,
BCVLGGSPXXX,213800EA5LZP5XTNYN64,BANQUE CANTONALE VAUDOISE GUERNSEY BRANCH,,,,,,,,,,,,,
BCVMCA8VXXX,549300C74Y46JUAO4N13,British Columbia Investment Management Corporation,,,,,,,,,,,,,
BCVRITM1XXX,815600FFCA10140CCB54,BYRON CAPITAL SPV SRL,,,,,,,,,,,,,
BCVSCH2LXXX,549300YI34DX51LRGS71,Banque Cantonale du Valais,,,,,,,,,,,,,
BCXGZAJ1XXX,9845000Q157EVA898F65,BUSINESS CONNEXION,,,,,,,,,,,,,
BCXPBRSPXXX,549300EFKGH6INYXWY64,BANCO XP S.A,,,,,,,,,,,,,
BCYPCY2NXXX,549300P8PCUCMISDC956,Cyprus Popular Bank Public Co Ltd,,,,,,,,,,,,,
BCYPCY2NXXX,PQ0RAP85KK9Z75ONZW93,BANK OF CYPRUS PUBLIC COMPANY LIMITED,,,,,,,,,,,,,
BCYPGB2LXXX,2138008LEZ3ZLF8HJ541,CYNERGY BANK LIMITED,,,,,,,,,,,,,
BDAAAOLUXXX,2549005AHDKYXTI3YE23,BANCO DE DESENVOLVIMENTO DE ANGOLA,,,,,,,,,,,,,
BDAJCIABXXX,549300BDBM4VD1WIY331,Banque d'Abidjan (BDA),,,,,,,,,,,,,
BDBDIT22XXX,81560026D234790EB288,BANCO DI DESIO E DELLA BRIANZA SOCIETA' PER AZIONI,,,,,,,,,,,,,
BDBLLBBEXXX,5493006RVNNQ4VVP1V75,BLOM Development Bank S.A.L,,,,,,,,,,,,,
BDCGFRP1XXX,969500473WCCQG6IUS39,BDL CAPITAL MANAGEMENT,,,,,,,,,,,,,
BDCIIE21XXX,635400M7OWD3YT3T9P27,FIRST CHOICE CREDIT UNION LIMITED,,,,,,,,,,,,,
BDCLIE21XXX,635400BRRL3HHUAJVA93,Ballymote & District Credit Union Ltd,,,,,,,,,,,,,
BDCNUS41XXX,549300YDRBE070QV6D21,"BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",,,,,,,,,,,,,
BDCPITTTXXX,8156009D703BF86C6880,BANCA DEL PIEMONTE S.P.A.,,,,,,,,,,,,,
BDCUIE21XXX,6354004FVVFFSRBUUW50,Ballaghaderreen & District Credit Union,,,,,,,,,,,,,
BDEIFRPPXXX,9695007Q51GSYUQQ0D72,BANQUE FIDUCIAL EN ABREGE FIDUBANQUE,,,,,,,,,,,,,
BDEMMXMMXXX,5493000PF3WCYN9ML549,BANCO DE MEXICO,,,,,,,,,,,,,
BDEPESM1XXX,5493007LK0D8SKLLH161,BANCO DE DEPOSITOS SA,,,,,,,,,,,,,
BDERUS3MXXX,549300WBCQHX42LBGI20,BANCO SANTANDER INTERNATIONAL,,,,,,,,,,,,,
